Time	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	Amount	Class
10	1.44904378114715	-1.176338825	0.913859832832795	-1.375666655	-1.971383165	-0.629152139	-1.423235601	0.0484558879088564	-1.720408393	1.62665905834133	1.1996439495421	-0.671439778	-0.513947153	-0.095045045	0.230930409124119	0.0319674667862076	0.253414715863197	0.854343814324194	-0.221365414	-0.387226474	-0.009301897	0.313894410791098	0.0277401580170247	0.500512287104917	0.25136735874921	-0.129477954	0.0428498709381461	0.0162532619375515	7.8	0
10	0.38497821518095	0.616109459176472	-0.874299703	-0.094018626	2.92458437838817	3.31702716826156	0.470454671805879	0.53824722837695	-0.558894612	0.30975539423728	-0.259115564	-0.326143234	-0.090046723	0.362832368569793	0.928903660629178	-0.129486811	-0.809978926	0.359985390219981	0.70766382644648	0.12599157561542	0.049923685888971	0.238421512225103	0.0091298686126286	0.996710209581086	-0.767314827	-0.492208295	0.042472441919027	-0.054337388	9.99	0
10	1.249998742	-1.221636809	0.383930151282291	-1.234898688	-1.485419474	-0.753230165	-0.689404975	-0.227487228	-2.094010573	1.32372927445937	0.227666231237246	-0.242681999	1.20541680770748	-0.317630527	0.725674990179153	-0.815612186	0.873936447614439	-0.847788599	-0.683192626	-0.102755942	-0.231809239	-0.48328533	0.0846676908596583	0.392830885335013	0.161134553588505	-0.35499004	0.0264155490776107	0.0424220887282304	121.5	0
11	1.0693735878819	0.287722129331455	0.828612726634281	2.71252042961718	-0.178398016	0.337543730282968	-0.096716862	0.115981735546597	-0.221082566	0.460230444301678	-0.773656931	0.32338724546722	-0.011075887	-0.178485175	-0.655564278	-0.199925171	0.1240054151819	-0.980496202	-0.982916082	-0.153197231	-0.036875532	0.0744124028162195	-0.071407433	0.104743752596029	0.548264725394119	0.104094153162781	0.0214910583643189	0.021293311477486	27.5	0
12	-2.791854766	-0.327770757	1.64175016056605	1.76747274389883	-0.136588446	0.80759646826532	-0.42291139	-1.907107476	0.755712908314791	1.1510869876677	0.844555470974377	0.7929439518176	0.370448092803246	-0.734975106	0.406795710431001	-0.303057624	-0.155868715	0.778265457041536	2.22186801373788	-1.582122044	1.15166304848789	0.222181966098225	1.02058620426601	0.0283166513238872	-0.232746324	-0.235557218	-0.164777512	-0.030153637	58.8	0
12	-0.752417043	0.345485415344747	2.05732291276727	-1.468643298	-1.15839368	-0.077849829	-0.608581418	0.0036034843620184	-0.436166984	0.747730827192802	-0.793980603	-0.770406729	1.04762699748088	-1.066603681	1.10695345662141	1.66011355713381	-0.279265373	-0.419994141	0.432535348618175	0.263450864446125	0.499624954671111	1.35365048557231	-0.25657328	-0.065083708	-0.039124354	-0.087086473	-0.1809975	0.129394059390202	15.99	0
12	1.10321543528383	-0.040296215	1.2673320885949	1.28909146962552	-0.735997164	0.288069162976262	-0.586056786	0.189379713679593	0.782332891785191	-0.267975067	-0.45031128	0.936707714991982	0.708380406186981	-0.468647288	0.354574063407955	-0.246634656	-0.009212378	-0.595912406	-0.575681622	-0.113910177	-0.024612006	0.196001952806192	0.0138016541409422	0.103758331023198	0.364297540595235	-0.382260574	0.092809187460487	0.0370505169810008	12.99	0
13	-0.436905071	0.918966212909322	0.92459077438817	-0.727219054	0.915678718106307	-0.127867352	0.707641607333935	0.0879623554672504	-0.665271354	-0.737979824	0.32409781346169	0.277192107214981	0.252624256310781	-0.29189646	-0.184520169	1.14317370716197	-0.928709263	0.680469592634687	0.0254364616880793	-0.047021282	-0.194795824	-0.672637997	-0.156857514	-0.888386321	-0.342413219	-0.049026729	0.0796923991551505	0.131023789452311	0.89	0
14	-5.401257663	-5.450147834	1.18630463143652	1.73623880012095	3.04910587764025	-1.763405574	-1.559737699	0.160841747266769	1.23308974041888	0.345172827050629	0.917229867699146	0.970116716069048	-0.266567765	-0.479129929	-0.526608503	0.47200411177674	-0.725480945	0.075081351540202	-0.406866573	-2.196848025	-0.503600329	0.984459785590244	2.45858857639219	0.0421188969891572	-0.481630824	-0.621272014	0.392053289557744	0.949594245504846	46.8	0
15	1.4929359769862	-1.029345732	0.45479473374366	-1.43802588	-1.555434101	-0.720961147	-1.08066413	-0.053127118	-1.978681595	1.63807603690446	1.07754241162743	-0.632046515	-0.416957167	0.0520105153724404	-0.042978923	-0.166432496	0.304241418614353	0.554432499062278	0.0542295152184719	-0.387910173	-0.177649846	-0.175073809	0.0400022190621329	0.295813862676508	0.33293059939425	-0.220384851	0.0222984359135846	0.0076022555999789	5	0
16	0.694884775607337	-1.361819103	1.02922103956032	0.834159299216716	-1.191208794	1.30910881872952	-0.878585911	0.4452901278385	-0.446195832	0.568520735086962	1.01915061274695	1.29832870056251	0.420480265280796	-0.372650997	-0.807979513	-2.044557483	0.515663469043577	0.625847298442513	-1.300408169	-0.13833394	-0.295582932	-0.571955007	-0.050880701	-0.304214501	0.0720010061385359	-0.42223443	0.0865533980909977	0.0634986493439305	231.71	0
17	0.962496069914852	0.32846102605212	-0.171479054	2.10920406774016	1.12956557126894	1.6960376856836	0.107711607311367	0.521502163844302	-1.191311102	0.724396314588903	1.6903299205808	0.406773575635315	-0.936421296	0.98373941913199	0.710910766068067	-0.602231772	0.402484375627273	-1.737162035	-2.027612322	-0.269320967	0.14399742335114	0.402491661406291	-0.048508221	-1.371866295	0.390813885438659	0.199963657504328	0.0163706432842991	-0.014605328	34.09	0
18	1.16661638244228	0.502120087854101	-0.067300314	2.26156923949128	0.428804194630708	0.0894735167274599	0.241146579907281	0.138081705243702	-0.989162395	0.922174967079328	0.744785789437272	-0.53137725	-2.10534645	1.12687010488156	0.0030753225149003	0.424424506356606	-0.454475292	-0.098870627	-0.816597307	-0.307168509	0.0187018719918659	-0.061972267	-0.103854922	-0.370415177	0.603200338674873	0.108555872801682	-0.040520706	-0.011417815	2.28	0
18	0.247491127783665	0.277665627353681	1.18547084217971	-0.09260255	-1.314393979	-0.150115998	-0.94636495	-1.617935051	1.54407140197844	-0.829880601	-0.583199527	0.524933232159904	-0.453375297	0.0813930875646215	1.55520419597553	-1.396894893	0.783130838324676	0.436621213910235	2.17780716839543	-0.230983143	1.65018036054154	0.200454090999037	-0.185352508	0.42307314795406	0.820591261750983	-0.227631864	0.336634446911129	0.250475352427605	22.75	0
22	-1.946525131	-0.044900505	-0.405570068	-1.013057337	2.94196769950545	2.95505339674562	-0.063063147	0.855546309018146	0.0499669002270836	0.573742508037695	-0.081256515	-0.215745003	0.0441606277765361	0.0338977566837455	1.19071767502074	0.578843475256385	-0.975667025	0.0440628177757039	0.488602868957758	-0.216715254	-0.579525934	-0.799228953	0.870300215304704	0.983421492506598	0.321201132609584	0.149649876930755	0.707518836410842	0.014599751533029	0.89	0
22	-2.074294672	-0.121481799	1.32202063048967	0.410007514171835	0.295197545759436	-0.95953723	0.543985491287656	-0.104626728	0.475664017945495	0.149450615348245	-0.856566364	-0.180523156	-0.65523293	-0.279796856	-0.211667955	-0.33332061	0.010751094250554	-0.488472666	0.505751034478604	-0.386693573	-0.403639499	-0.227404004	0.742434864076795	0.398534855447456	0.249212161486784	0.274404273874965	0.359969356358436	0.243231671798911	26.43	0
23	1.17328461017079	0.353497876646456	0.28390506526532	1.1335633178795	-0.172577182	-0.916053707	0.36902484539083	-0.327260242	-0.246651028	-0.046139302	-0.143418527	0.979350375717585	1.49228543545219	0.101417525935881	0.76147754528118	-0.014584082	-0.511640117	-0.325056355	-0.390933798	0.0278779087328671	0.0670033044874043	0.227811927638182	-0.150487225	0.43504510338369	0.724824579577241	-0.33708206	0.0163683792669046	0.0300411908366385	41.88	0
23	1.32270726911234	-0.174040833	0.434555031250987	0.576037652384661	-0.836758046	-0.831083411	-0.264904961	-0.220981943	-1.071424618	0.868558547570527	-0.64150629	-0.111315775	0.361485409760927	0.171945121866125	0.782166531823632	-1.35587073	-0.216935153	1.27176538520308	-1.240621935	-0.522950941	-0.284375572	-0.323357411	-0.037709905	0.347150938808497	0.559639136527168	-0.280158166	0.042335257639718	0.0288223002307744	16	0
23	-0.41428881	0.905437322625407	1.72745294417921	1.47347126657189	0.0074427411732298	-0.200330677	0.740228319420026	-0.0292474	-0.593392019	-0.346188231	-0.012142188	0.786796316060126	0.635953883297271	-0.086324472	0.0768036871984215	-1.405919334	0.775591738395162	-0.942888927	0.543969461627011	0.0973075910928853	0.0772374339988386	0.457330598656119	-0.038499725	0.642521902774992	-0.183891335	-0.277464019	0.182687486490454	0.152664644968975	33	0
23	1.05938711501788	-0.175319187	1.26612964251002	1.18610995469348	-0.786001753	0.578435276462307	-0.767084276	0.401046149117525	0.699499675903727	-0.064737556	1.04829248789913	1.00561836488785	-0.542001579	-0.039914502	-0.218683248	0.0044756821990387	-0.193554039	0.0423879619548074	-0.277833721	-0.178023367	0.0136762939208399	0.213733610123234	0.0144618494665875	0.0029508599154224	0.294638014829328	-0.395069505	0.081461117248889	0.0242203485620962	12.99	0
24	1.23742903021294	0.0610425841868962	0.380525879794222	0.761564111432371	-0.35977071	-0.49408415	0.0064942181077928	-0.13386238	0.438809736716666	-0.207358046	-0.929182115	0.5271060605933	0.348675901114132	-0.152535139	-0.21838563	-0.191551818	-0.116580603	-0.633790817	0.348415801097774	-0.066351335	-0.245682498	-0.530900256	-0.044265397	0.0791680288586917	0.50913568954621	0.288857833917937	-0.022704982	0.0118362314304161	17.28	0
25	1.11400859541157	0.0855460896870318	0.493702487395368	1.33575998514475	-0.300188551	-0.010753783	-0.118760015	0.188616695943139	0.20568684906514	0.0822622587556722	1.13355567149479	0.626699002489221	-1.492780392	0.520787893899183	-0.674592597	-0.529108242	0.158256197923207	-0.398751479	-0.145708909	-0.273832367	-0.05323366	-0.004760151	-0.03147017	0.198053718143193	0.565007312878958	-0.337718126	0.0290574021222937	0.0044526314318799	4.45	0
26	-0.529912284	0.873891581460326	1.34724732930113	0.145456676582257	0.414208858362661	0.10022309405219	0.711206082959649	0.1760659570625	-0.286716935	-0.484687683	0.872489590125871	0.851635859904339	-0.571745303	0.100974273045751	-1.519771833	-0.284375978	-0.310523585	-0.404247869	-0.823373524	-0.290347611	0.0469490671140629	0.208104855076299	-0.185548347	0.0010306598329328	0.0988157011025622	-0.552903603	-0.073288084	0.0233070451077205	6.14	0
26	-0.529912284	0.873891581460326	1.34724732930113	0.145456676582257	0.414208858362661	0.10022309405219	0.711206082959649	0.1760659570625	-0.286716935	-0.484687683	0.872489590125871	0.851635859904339	-0.571745303	0.100974273045751	-1.519771833	-0.284375978	-0.310523585	-0.404247869	-0.823373524	-0.290347611	0.0469490671140629	0.208104855076299	-0.185548347	0.0010306598329328	0.0988157011025622	-0.552903603	-0.073288084	0.0233070451077205	6.14	0
26	-0.535387763	0.865267807575272	1.35107628772237	0.14757547449791	0.433680212077009	0.0869829381161816	0.693039311115721	0.179742260742556	-0.285641861	-0.482474471	0.871799580440785	0.853447434991487	-0.571821891	0.102252103048142	-1.519991203	-0.285912497	-0.309633387	-0.403901993	-0.823742994	-0.283263782	0.049525686687599	0.206536543024476	-0.18710807	0.0007530142574977	0.0981166059546266	-0.553470969	-0.078305502	0.0254273775211197	1.77	0
26	-0.535387763	0.865267807575272	1.35107628772237	0.14757547449791	0.433680212077009	0.0869829381161816	0.693039311115721	0.179742260742556	-0.285641861	-0.482474471	0.871799580440785	0.853447434991487	-0.571821891	0.102252103048142	-1.519991203	-0.285912497	-0.309633387	-0.403901993	-0.823742994	-0.283263782	0.049525686687599	0.206536543024476	-0.18710807	0.0007530142574977	0.0981166059546266	-0.553470969	-0.078305502	0.0254273775211197	1.77	0
27	-0.246045949	0.47326690335701	1.69573755374059	0.262411487973117	-0.010866414	-0.610835935	0.793936545512066	-0.247252831	0.138879113774066	-0.401007068	-0.812050382	-0.183524462	-0.630112887	-0.286217451	-0.337046324	-0.428105474	-0.030602108	-0.504568166	0.355180278263647	0.0457211272611911	-0.194599935	-0.335132726	-0.078179606	0.392783891527158	-0.031157147	0.198036799472821	-0.175347301	-0.203616156	30.49	0
27	-1.452187279	1.76512373913739	0.611668540757038	1.17682498424561	-0.445979892	0.246826451919258	-0.257566156	1.0924724973132	-0.607524461	0.0471555530038123	0.783726853195604	1.0963856736135	-0.268094206	0.768648040128495	-0.524367354	-0.808816147	0.710386067439587	-0.118368787	0.979287835535805	0.0087133337974753	0.0822798172206588	0.325782190832103	-0.069107391	0.0209619966159794	-0.044668488	-0.243441392	0.149180325186687	0.120556907850199	1.8	0
29	0.996369531566045	-0.122588787	0.546819472613086	0.706579541087689	0.134559557409452	1.15699511200606	-0.294561331	0.407429099419853	0.337862663634561	-0.408150493	0.682646123949549	1.25371968484033	0.391917044082342	-0.037510858	0.795301519477008	-1.668210591	1.32299488209244	-2.830035229	-1.463431688	-0.20346121	-0.076301837	0.108866913420892	0.162230940339532	-0.575624048	0.109794914589208	0.373813367278979	0.0505521972760614	0.005105559200114	20.53	0
29	1.11088034163339	0.168716770722767	0.517143960377807	1.32540691997371	-0.191573354	0.0195037226488424	-0.031849108	0.117619919555324	0.017664720727696	0.0448647914479061	1.3450747987323	1.28633962057665	-0.252267066	0.274457682308765	-0.810394372	-0.587005063	0.0874510738489092	-0.550473628	-0.154749355	-0.190119711	-0.037708654	0.0957014620432248	-0.048197647	0.232114939125133	0.606200748965636	-0.342096829	0.0367696053150443	0.0074799607310723	6.54	0
32	1.24905471963177	-0.624727077	-0.710588904	-0.991600361	1.42997319213398	3.69297701929891	-1.090208641	0.967290815452715	0.850148519454057	-0.307081112	-0.456245308	0.229981349844581	-0.0169131	-0.220846086	0.362417698896289	0.315222304210749	-0.512265445	0.11899461869584	0.574720159539024	0.0978526921491637	-0.006292714	0.0092002245106097	-0.129463201	1.11297017048455	0.500382108623099	1.19654919930281	-0.048220435	0.0050936219837684	29.89	0
32	-2.008871795	2.19852650316899	0.144241739942708	1.15943226211997	-0.815174288	0.182288271256805	-0.617108302	1.53081672758398	-0.586832286	0.129875750830725	0.658479448325034	1.26504921848771	-0.206518166	1.01360321158387	-0.54941351	-0.708034201	0.869643169489364	-0.09565956	0.944395409086946	0.0287401249115119	0.0949173066809993	0.294982704383812	0.0110813838630497	0.0152493720986061	0.0342106363420669	-0.236141102	0.128290672598229	0.117985989919298	2.35	0
33	-0.607877143	1.03134507783793	1.74044973731533	1.23210555042311	0.418592260222944	0.119168118951909	0.850892666335631	-0.176267419	-0.243501348	0.148455489833925	-0.387003094	0.398299276642617	0.48191674848907	-0.365439093	0.235544572141109	-1.34781146	0.504648259572464	-0.798404511	0.759710307289684	0.254324777846538	-0.087329191	0.258315279877507	-0.264775023	0.118282367139248	0.173508081148748	-0.217041287	0.0943119126010652	-0.033041296	14.8	0
33	-0.935731509	0.170415774156885	2.74626126916024	-1.077964912	-0.305594036	0.011577039242069	-0.296178451	0.402775569749032	-0.040471746	-0.852045976	1.55210930576859	0.953561030493519	0.415429902142844	-0.233899925	0.452335831951489	0.844368276957724	-0.822739086	0.338821621743895	-1.214234428	-0.00541945	0.401212016276093	1.06486425408903	-0.158325436	0.295505486260758	-0.259369648	0.754194722556598	0.0466637698225124	0.093947918225147	9.1	0
34	-0.762255666	0.127767751953647	2.65005638571315	-1.875662771	-0.893356398	-0.268714889	-0.419863597	0.146233406715251	-0.86963529	-0.038651669	-0.686124387	-0.502910879	1.38082632218495	-1.039124606	0.652842089032808	1.89874756257003	-0.458413549	-0.559803243	-0.29510264	0.359392905714987	0.433349641511561	1.26040266443393	-0.404700036	0.0949455232807396	0.480975976870017	-0.09068468	0.319222972697776	0.135599924615913	15.99	0
34	1.13831556625444	0.0569559699973862	0.649418964599217	0.873062040924213	-0.468466331	-0.410194552	-0.013897554	-0.072439609	0.306787909036459	-0.269952637	-0.002601848	1.12430421589913	0.744206684168937	-0.188353421	-0.075661963	-0.709192272	0.381219102546287	-1.372080174	-0.273701149	-0.078354633	-0.164222415	-0.247400539	0.0594050645049741	0.456286465174056	0.361004003525112	0.274414145848337	-0.002498362	0.017108846940255	21.34	0
34	-0.291540245	0.445575313725742	1.2497521162384	-1.73573589	0.0857555587180682	-0.121924299	0.40771585706035	0.095309377625631	0.815902286836031	-1.491188012	-0.84619138	0.0565325500897555	-0.05895353	0.151922601756511	1.9825948818916	-0.443295054	-0.318251412	0.0647871665050688	0.613505272287834	-0.033522345	-0.064906147	-0.120448982	-0.156525634	-0.800212851	-0.000620392	-0.835203307	0.131001420802654	0.0628962699466281	18.95	0
34	0.201685891430752	0.497483215432781	1.3739125741005	0.571405317647578	-0.63065775	-0.539659124	-0.076270291	-0.91710575	0.270008406215231	-0.480280682	-0.51253274	0.680906258686799	0.089923036521968	-0.157405057	-0.588819332	-0.477908446	0.22538879557879	-0.668680159	-0.023599421	-0.222302592	0.718961069869173	-0.17187687	-0.166205255	0.776471323845633	0.818460355548391	0.442547455443563	0.142757246943121	0.219237609708497	9.99	0
35	1.38639697419213	-0.794209465	0.778224190591254	-0.864708434	-1.06413228	0.351296173582744	-1.191454583	0.052685634312249	-0.304404039	0.576516808924066	-1.631111762	0.0425595121222894	2.04789831589105	-0.739338429	1.45622204419365	-0.272049583	-0.932007398	1.92653220035244	-0.659939173	-0.273032887	-0.228726646	-0.12352242	-0.131025122	-0.929668179	0.181379006488932	1.19492806430879	0.0005313318862034	0.0199106229397932	30.9	0
35	-1.063235679	1.41819062554828	1.08667286312649	1.24143960031209	0.0023061261107108	0.0459015812190403	0.514120896637259	0.241252403456357	-0.154499951	0.280672622055497	-0.531948028	0.589857529006045	0.555086956115103	-0.116357329	0.165886171204421	-1.237210027	0.638414233299701	-0.776070595	0.692805890042676	0.235008925706976	-0.05722847	0.314152998030344	-0.129862928	0.11428370785009	-0.027812477	-0.259937016	0.118753639651127	-0.008956298	20.22	0
35	1.19935593362078	0.129953154513887	0.863584970776281	1.00263476869323	-0.783761015	-0.884679006	-0.040743276	-0.208068512	0.392477871628745	-0.2481779	-0.095362752	1.31413104809224	1.0916814094227	-0.409346352	-0.577994105	-0.581283742	0.212342679791527	-0.893181253	-0.020652885	-0.072620126	-0.042468086	0.198474051899343	-0.033009975	1.01329013084481	0.559097511348329	0.401817534390101	-0.005864656	0.0179360319171187	0.99	0
36	-1.004929339	-0.985977681	-0.038038829	3.71006135915003	-6.631950832	5.12210258142297	4.37169125592055	-2.006867506	-0.278736461	-0.230872923	0.145155263239837	-0.06315605	-0.799585071	-0.341956368	-0.930529782	0.510510185482595	0.0924281060557055	0.823984132238812	1.19039780013038	-0.001979978	1.39340600409007	-0.381671395	0.969719175646086	0.0194447958389348	0.57092281345927	0.333277781691674	0.857373192365587	-0.075538246	1402.95	0
36	-1.169422458	1.15831387032695	1.40679953629777	0.860188897348956	-0.103809889	0.122034779552914	0.264451377145263	-0.108766589	-0.181976611	0.659592648943552	0.45631688991831	-0.09776271	-0.346158686	0.210182391368661	2.34522933348286	-1.172647683	0.860018873573656	-1.154224266	0.858768026366302	-0.120560178	0.0244979038810766	-0.120153158	0.212986045163239	0.0875357633653697	-0.946529684	0.226700388710984	-0.810100768	0.234956581343876	7.99	0
36	1.09552460629831	-0.116085346	1.39791191546724	1.49754690019101	-1.049123999	0.0728385348036489	-0.72380208	0.287532472980736	0.996326812363796	-0.149144653	-0.508291669	-0.027840903	-1.321559752	-0.062404467	0.505750535601976	-0.209298471	0.207536533977023	-0.471334707	-0.736297582	-0.275034579	-0.033234172	0.0932618845502939	0.0894983953019386	0.361261297686165	0.250962947610691	-0.37827998	0.0810238996896179	0.0342269381560285	2.09	0
37	1.29566762073068	0.341483451353791	0.0815051987484797	0.566746069705835	-0.110458773	-0.766324793	0.0731549033988192	-0.168304138	0.0718371100236598	-0.281043994	-0.549533939	0.0490931624959103	0.303950022826475	-0.316750192	1.13489720516941	0.635909577425588	-0.199763166	-0.122051064	0.0045161815786887	-0.065983383	-0.323607229	-0.929781372	0.063808805668539	-0.193565115	0.287574217952475	0.127880985217088	-0.023731193	0.0251996726837571	0.99	0
38	0.158331782301759	0.872687435246972	0.965524582020175	1.80212716128867	0.139021981009842	0.110863099962207	0.559079185876476	-0.029070932	-0.394912254	0.0326744802467683	-0.5009189	0.631916037705799	0.754693616555678	-0.047655469	0.348217616820134	-1.493526805	0.757230631601602	-0.684369216	1.30335875909536	0.089837782828709	0.116269965704937	0.691685038730085	0.121112830020818	0.116142167643855	-1.112725012	-0.303369145	0.32753280391296	0.255621383050512	21.76	0
39	-0.554064565	0.215728297966379	0.84426462904462	-0.753067316	0.0348484695858477	-0.558597248	1.09040095790026	-0.203873232	0.262393622286028	-1.35471022	-0.09487988	0.953745991690559	0.836964039089714	0.14475220028962	1.15660953164838	-1.933020943	0.741348957532257	-0.513609928	1.5673453867025	0.383282932954218	0.212133973378933	0.702337604074802	-0.005700602	0.147346442427205	0.245651952176691	-0.44045621	0.147130419245981	0.13946773165502	120.96	0
39	-1.330881575	0.26754022707339	-0.168469574	-0.701232148	3.28197152637576	3.21638961502674	-0.059394352	0.895430427879541	-0.017778824	-0.165753218	-0.765047306	-0.015636283	-0.35662599	-0.041200001	-0.7351031	0.0305333144480771	-0.778067288	-0.015159683	-0.152824068	-0.113875191	-0.151042302	-0.311726353	-0.374792813	1.01488604023913	0.353991877144656	-0.510327072	0.159032671096812	0.228707927508465	13.84	0
40	1.11069200372208	0.0819419013829698	0.406063037313593	1.29074038305994	-0.169813148	0.120955382832246	-0.080845205	0.17437308481531	0.152070726014375	0.0652667231931254	1.02454976986831	0.793137179599713	-1.015039703	0.422995451627276	-0.706629551	-0.488455358	0.0585314477120091	-0.383627226	-0.074067698	-0.2198461	-0.056023985	-0.011603086	-0.070482892	0.0043451914572597	0.60392864054067	-0.327424451	0.0298896885491626	0.0049442961758508	13.84	0
41	1.15431211678574	0.265462317325236	0.384870524075104	0.575007040189308	-0.217475465	-0.391519648	-0.081488957	0.062789489939691	-0.260583324	-0.161677217	2.05292777700016	1.13082593391895	0.189484506115511	-0.070792612	0.619345198096689	0.318582896539062	0.090232112025443	-0.331450412	-0.344721213	-0.099579746	-0.193213341	-0.557685063	0.16949206868172	0.186862704114817	0.0892519829822865	0.0936262298809123	-0.00963264	0.0196676927362536	2.67	0
41	0.986063325558912	-0.202964587	-0.492768147	0.407691274714408	0.305660256237429	-0.230529179	0.585028086151903	-0.208224591	-0.247503448	-0.192253128	-0.628317496	0.430307932699876	0.811248019884464	0.371566359048745	1.02607884858679	-0.028501345	-0.307546103	-1.099654915	0.0107385063797803	0.263505047503593	-0.305873933	-1.216555269	-0.077601526	-0.741340788	0.286881124869204	0.200346695511119	-0.075203351	0.0272712185948336	169.05	0
41	1.1387593359078	-1.192952827	1.40713083554771	-0.330070103	-2.06950346	-0.242175406	-1.306635114	0.104510402617049	0.1346282320753	0.493931277386145	-0.895187598	-0.182695452	0.146080827117795	-0.586610839	0.797189022079305	-0.891720829	-0.079207821	1.54158849386504	-0.983586179	-0.299307434	-0.156198372	-0.030568777	-0.019723384	0.433752601084651	-0.02952146	1.14124130155645	-0.00861206	0.0415638961546465	96.94	0
